Sex,Team,NOC,Games,Year,Season,City,Sport,Medal
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Weightlifting,Gold
F,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Gold
F,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Silver
F,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Gold
F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Bronze
M,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Wrestling,Bronze
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Fencing,Bronze
M,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Sailing,Bronze
M,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Sailing,Silver
M,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Tennis,Silver
M,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Basketball,Silver
M,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Weightlifting,Gold
M,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Bronze
M,Brazil-1,BRA,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Silver
M,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Bronze
M,Israel,ISR,2004 Summer,2004,Summer,Athina,Judo,Bronze
M,Upton Park FC,GBR,1900 Summer,1900,Summer,Paris,Football,Gold
M,Yugoslavia,YUG,1952 Summer,1952,Summer,Helsinki,Football,Silver
F,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Hockey,Gold
M,Austria,AUT,1936 Summer,1936,Summer,Berlin,Handball,Silver
F,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Gold
F,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Gold
F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Gold
F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Bronze
M,Germany,GER,2004 Summer,2004,Summer,Athina,Handball,Silver
M,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Fencing,Bronze
M,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ice Hockey,Silver
M,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Silver
M,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Athletics,Gold
M,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Athletics,Gold
M,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Athletics,Gold
M,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Bronze
M,Germany,GER,2008 Summer,2008,Summer,Beijing,Hockey,Gold
M,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Gold
F,Germany,GER,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Silver
M,Germany,GER,2008 Summer,2008,Summer,Beijing,Hockey,Gold
M,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Gold
F,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Gold
M,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Judo,Bronze
M,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Wrestling,Bronze
F,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Bronze
M,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Tennis,Bronze
M,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Tennis,Bronze
M,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Tennis,Bronze
M,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Tennis,Bronze
M,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Bronze
M,China,CHN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Gold
M,Turkey,TUR,1956 Summer,1956,Summer,Melbourne,Wrestling,Silver
M,Italy,ITA,2000 Summer,2000,Summer,Sydney,Fencing,Bronze
M,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Modern Pentathlon,Bronze
M,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Modern Pentathlon,Silver
M,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Modern Pentathlon,Silver
F,Germany,GER,1956 Summer,1956,Summer,Melbourne,Canoeing,Silver
F,Germany,GER,1960 Summer,1960,Summer,Roma,Canoeing,Silver
F,Germany,GER,1960 Summer,1960,Summer,Roma,Canoeing,Silver
M,Germany,GER,2004 Summer,2004,Summer,Athina,Handball,Silver
M,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Rowing,Silver
M,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Gold
M,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Bronze
M,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Silver
M,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Bronze
M,Germany,GER,1996 Summer,1996,Summer,Atlanta,Swimming,Bronze
M,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Gold
F,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Bronze
M,Mongolia,MGL,1976 Summer,1976,Summer,Montreal,Wrestling,Silver
M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Gold
M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Weightlifting,Gold
M,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Wrestling,Silver
M,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Gold
M,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ice Hockey,Silver
M,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Bronze
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Basketball,Silver
M,China,CHN,1996 Summer,1996,Summer,Atlanta,Weightlifting,Gold
M,China,CHN,2000 Summer,2000,Summer,Sydney,Weightlifting,Gold
M,China,CHN,1996 Summer,1996,Summer,Atlanta,Shooting,Bronze
M,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gold
F,China,CHN,1996 Summer,1996,Summer,Atlanta,Softball,Silver
F,China-1,CHN,2006 Winter,2006,Winter,Torino,Figure Skating,Silver
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Judo,Bronze
M,China,CHN,2004 Summer,2004,Summer,Athina,Weightlifting,Gold
M,China-1,CHN,2006 Winter,2006,Winter,Torino,Figure Skating,Silver
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Basketball,Bronze
F,China,CHN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,Gold
F,China-1,CHN,2004 Summer,2004,Summer,Athina,Badminton,Gold
M,China,CHN,2012 Summer,2012,Summer,London,Table Tennis,Gold
M,China,CHN,2012 Summer,2012,Summer,London,Table Tennis,Gold
M,China,CHN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Silver
F,China,CHN,2004 Summer,2004,Summer,Athina,Archery,Silver
F,China,CHN,2008 Summer,2008,Summer,Beijing,Archery,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Archery,Silver
M,China-2,CHN,2000 Summer,2000,Summer,Sydney,Badminton,Gold
M,China-2,CHN,2004 Summer,2004,Summer,Athina,Badminton,Gold
M,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Silver
F,China,CHN,2004 Summer,2004,Summer,Athina,Volleyball,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Bronze
M,China-1,CHN,2012 Summer,2012,Summer,London,Badminton,Gold
F,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Bronze
F,China,CHN,2004 Summer,2004,Summer,Athina,Badminton,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Gold
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Handball,Bronze
F,China,CHN,2004 Summer,2004,Summer,Athina,Volleyball,Gold
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Gold
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Shooting,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Silver
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Handball,Bronze
F,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Bronze
F,China-2,CHN,2008 Summer,2008,Summer,Beijing,Beach Volleyball,Bronze
F,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Silver
F,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Bronze
M,China,CHN,1996 Summer,1996,Summer,Atlanta,Weightlifting,Silver
M,China,CHN,2000 Summer,2000,Summer,Sydney,Weightlifting,Bronze
M,China,CHN,2008 Summer,2008,Summer,Beijing,Weightlifting,Gold
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Sailing,Silver
F,China,CHN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Bronze
M,China,CHN,2008 Summer,2008,Summer,Beijing,Boxing,Gold
F,China,CHN,1996 Summer,1996,Summer,Atlanta,Rowing,Silver
F,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Bronze
F,China,CHN,2008 Summer,2008,Summer,Beijing,Rowing,Gold
F,China,CHN,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Silver
M,China,CHN,2012 Summer,2012,Summer,London,Diving,Gold
F,China-2,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Bronze
F,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Silver
F,China,CHN,2004 Summer,2004,Summer,Athina,Table Tennis,Gold
F,China-1,CHN,2004 Summer,2004,Summer,Athina,Table Tennis,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Gold
F,China,CHN,2004 Summer,2004,Summer,Athina,Volleyball,Gold
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Basketball,Bronze
M,China,CHN,2008 Summer,2008,Summer,Beijing,Boxing,Silver
M,China-1,CHN,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Bronze
M,China-3,CHN,2006 Winter,2006,Winter,Torino,Figure Skating,Bronze
M,China-1,CHN,2010 Winter,2010,Winter,Vancouver,Figure Skating,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Bronze
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Silver
F,China,CHN,1996 Summer,1996,Summer,Atlanta,Football,Silver
F,China,CHN,2004 Summer,2004,Summer,Athina,Volleyball,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Bronze
F,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Silver
F,China-1,CHN,2012 Summer,2012,Summer,London,Badminton,Gold
F,China-1,CHN,2012 Summer,2012,Summer,London,Badminton,Gold
F,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Bronze
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Bronze
F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Silver
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Basketball,Gold
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Basketball,Bronze
M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Fencing,Gold
M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Fencing,Gold
M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Fencing,Gold
M,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Football,Silver
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Bronze
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Shooting,Gold
M,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Speed Skating,Bronze
M,Belarus,BLR,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Silver
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Basketball,Silver
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Basketball,Bronze
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Basketball,Silver
F,China-1,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Bronze
M,China,CHN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gold
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Gold
F,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Bronze
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Basketball,Bronze
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Basketball,Bronze
M,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Boxing,Gold
F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Bronze
M,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Judo,Silver
M,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Gold
M,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ice Hockey,Silver
F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Bronze
F,Spain,ESP,2000 Summer,2000,Summer,Sydney,Swimming,Bronze
M,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Gold
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Silver
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Water Polo,Gold
M,China,CHN,2008 Summer,2008,Summer,Beijing,Fencing,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Bronze
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Diving,Gold
F,China,CHN,2012 Summer,2012,Summer,London,Weightlifting,Gold
M,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Silver
F,China,CHN,2004 Summer,2004,Summer,Athina,Badminton,Bronze
M,China,CHN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Silver
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Bronze
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Bronze
F,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Silver
F,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Bronze
F,China,CHN,2004 Summer,2004,Summer,Athina,Volleyball,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Bronze
F,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Silver
F,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Bronze
F,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Bronze
F,China,CHN,2010 Winter,2010,Winter,Vancouver,Curling,Bronze
F,China,CHN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,Gold
F,China,CHN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,Gold
F,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Fencing,Gold
M,China,CHN,2008 Summer,2008,Summer,Beijing,Taekwondo,Bronze
M,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Bronze
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Handball,Bronze
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Gold
F,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Silver
M,China,CHN,2004 Summer,2004,Summer,Athina,Shooting,Gold
M,China,CHN,2008 Summer,2008,Summer,Beijing,Shooting,Silver
F,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Silver
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Judo,Gold
F,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Silver
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Silver
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Gold
F,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Silver
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Handball,Silver
F,Soviet Union-2,URS,1968 Winter,1968,Winter,Grenoble,Figure Skating,Silver
F,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Silver
M,Unified Team-2,EUN,1992 Winter,1992,Winter,Albertville,Figure Skating,Bronze
M,Russia-2,RUS,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Silver
F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Rowing,Silver
M,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Boxing,Silver
M,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Boxing,Silver
F,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Diving,Bronze
F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Bronze
M,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Rowing,Silver
M,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Rowing,Bronze
F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Basketball,Gold
M,Pakistan,PAK,1976 Summer,1976,Summer,Montreal,Hockey,Bronze
M,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Gold
M,Uruguay,URU,1924 Summer,1924,Summer,Paris,Football,Gold
M,Slovakia,SVK,2006 Winter,2006,Winter,Torino,Snowboarding,Silver
M,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Bronze
F,United States,USA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,Silver
F,United States,USA,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Bronze
M,Germany,GER,1952 Summer,1952,Summer,Helsinki,Cycling,Bronze
M,Poland,POL,2012 Summer,2012,Summer,London,Weightlifting,Gold
M,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Silver
M,Poland,POL,1956 Summer,1956,Summer,Melbourne,Weightlifting,Bronze
M,Poland,POL,1964 Summer,1964,Summer,Tokyo,Weightlifting,Bronze
M,Poland,POL,1968 Summer,1968,Summer,Mexico City,Weightlifting,Bronze
M,Poland,POL,1960 Summer,1960,Summer,Roma,Canoeing,Bronze
M,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Bronze
M,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Boxing,Bronze
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Bronze
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Bronze
M,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Boxing,Silver
F,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Cycling,Gold
F,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Cycling,Gold
F,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Cycling,Gold
F,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Cycling,Silver
F,Netherlands,NED,2004 Summer,2004,Summer,Athina,Cycling,Gold
F,Netherlands,NED,2004 Summer,2004,Summer,Athina,Cycling,Bronze
M,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Bronze
M,Germany,GER,1996 Summer,1996,Summer,Atlanta,Swimming,Bronze
M,Germany,GER,1996 Summer,1996,Summer,Atlanta,Swimming,Bronze
F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Gold
M,Romania,ROU,1976 Summer,1976,Summer,Montreal,Boxing,Bronze
F,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Cycling,Bronze
F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Cycling,Bronze
M,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Gold
M,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Gold
M,West Germany-2,FRG,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Gold
M,West Germany-1,FRG,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bronze
M,West Germany-1,FRG,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Silver
M,West Germany-1,FRG,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bronze
F,United States,USA,1948 Summer,1948,Summer,London,Swimming,Silver
F,Germany,GER,1964 Summer,1964,Summer,Tokyo,Canoeing,Gold
F,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Canoeing,Gold
F,Austria,AUT,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Silver
M,Austria,AUT,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Gold
F,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Silver
M,Germany-1,GER,1992 Winter,1992,Winter,Albertville,Bobsleigh,Silver
M,Germany-1,GER,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bronze
M,Germany-2,GER,1998 Winter,1998,Winter,Nagano,Bobsleigh,Gold
M,Germany-1,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Gold
M,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Bronze
M,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Water Polo,Bronze
M,Hungary,HUN,1948 Summer,1948,Summer,London,Rowing,Bronze
M,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Gold
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Gold
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Gold
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Gold
M,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Gold
M,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Silver
F,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Bronze
M,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Gold
M,Italy,ITA,1988 Winter,1988,Winter,Calgary,Biathlon,Bronze
F,Italy,ITA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Bronze
F,Italy,ITA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Bronze
M,Germany,GER,1992 Winter,1992,Winter,Albertville,Speed Skating,Gold
F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Bronze
M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Silver
M,Russia,RUS,2004 Summer,2004,Summer,Athina,Water Polo,Bronze
M,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Gold
M,United States,USA,1904 Summer,1904,Summer,St. Louis,Wrestling,Bronze
F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,Gold
F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,Bronze
F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Gold
M,Yugoslavia,YUG,1972 Summer,1972,Summer,Munich,Handball,Gold
M,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Basketball,Silver
M,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Basketball,Gold
M,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Basketball,Bronze
M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Silver
M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Weightlifting,Gold
F,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Wrestling,Silver
F,Bulgaria,BUL,2012 Summer,2012,Summer,London,Wrestling,Silver
M,Serbia,SRB,2012 Summer,2012,Summer,London,Shooting,Bronze
F,Poland,POL,2010 Winter,2010,Winter,Vancouver,Speed Skating,Bronze
M,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Athletics,Gold
F,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Bronze
M,Poland,POL,1976 Summer,1976,Summer,Montreal,Football,Silver
F,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Rowing,Bronze
F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Gold
F,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Gold
F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Handball,Silver
F,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Handball,Bronze
F,United States,USA,1976 Summer,1976,Summer,Montreal,Rowing,Bronze
M,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Cycling,Gold
M,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Cycling,Gold
M,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Bronze
M,Italy,ITA,1998 Winter,1998,Winter,Nagano,Luge,Silver
M,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Luge,Gold
M,Italy,ITA,2006 Winter,2006,Winter,Torino,Luge,Gold
M,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Luge,Bronze
F,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Judo,Bronze
F,Slovenia,SLO,2012 Summer,2012,Summer,London,Judo,Gold
M,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Wrestling,Silver
M,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Wrestling,Gold
M,Netherlands,NED,2012 Summer,2012,Summer,London,Gymnastics,Gold
M,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,Bronze
M,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Volleyball,Silver
M,Greece,GRE,1906 Summer,1906,Summer,Athina,Fencing,Silver
M,Yugoslavia,YUG,1968 Summer,1968,Summer,Mexico City,Basketball,Silver
M,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Basketball,Bronze
M,Yugoslavia,YUG,1972 Summer,1972,Summer,Munich,Handball,Gold
M,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Gold
M,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Swimming,Gold
M,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Volleyball,Silver
M,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gold
M,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gold
M,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Bronze
M,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Silver
M,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Gold
M,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gold
M,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gold
M,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gold
M,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gold
M,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gold
M,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Bronze
M,China,CHN,2004 Summer,2004,Summer,Athina,Boxing,Bronze
M,China,CHN,2008 Summer,2008,Summer,Beijing,Boxing,Gold
M,China,CHN,2012 Summer,2012,Summer,London,Boxing,Gold
M,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Gold
F,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Luge,Gold
M,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Silver
M,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Gold
F,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Bronze
